Id;Date;Auteur;Titre;Langue
375974122;1997-01-01;Menas Kafatos;Multifrequency Studies;English
215714625;1997-01-01;Menas Kafatos;Multifrequency Studies;English
14455746;2012-01-01;Maja  dipl. ing. kem. tehnol. Đokić and dr. sc. Nina Bilandžić;Ferro – posizioni tossicologiche e nutritive nell’organismo;
7594075;2007-04-02;Hyunbum Jang and Buyong Ma and Ruth Nussinov;Conformational study of the protegrin-1 (PG-1) dimer interaction with lipid bilayers and its effect;English
42771052;1997;Menas Kafatos;Multifrequency Studies;English
211581516;2018-01-01;Jonathan Andrén;Comparison of anaerobic sludge granules from different wastewater plants with respect to granule size, substrate degradation and methanogenic community;
334836681;2019-07-16;Koshy George and Smitha Subramanian and K. T. Paul;Significance of bar quenching in the global quenching of star formation;English
14505131;2004-06-23;Elena Olkhova;Molecular dynamics simulations and hydrogen-bonded network dynamics of cytochrome c oxidase from Paracoccus denitrificans;German
20540892;2013-04-01;Stefano De Tito;Molecular and macromolecular interactions of nucleic acids: an elaborate symphony;
224837244;2018-08-01;Wan Ismail Wan Muhamad Syafiq;Co-gasification of coal and biomass (empty fruit bunch, oil Palm frond, and kempas) in an entrained flow gasifier;
334828081;2019-06-23;Taiki Kawamuro and Yoshihiro Ueda and Kohei Ichikawa and Masatoshi Imanishi and Takuma Izumi and Atsushi Tanimoto and Kenta Matsuoka;A NuSTAR and XMM-Newton Study of the Two Most Actively Star-forming  Green Pea Galaxies (SDSS J0749+3337 and SDSS J0822+2241);English
11425581;2012;Antonio Fabio Di Rienzo;Mesoscopic Numerical Methods for Reactive Flows: Lattice Boltzmann Method and Beyond;English
296420767;2019-10-02;Jorge Ariel Combi and Juan Facundo Albacete Colombo and J. López Santiago and Gustavo Esteban Romero and E. Sánchez Ayaso and J. Martí and P. L. Luque Escamilla and P. G. Pérez González and A. J. Muñoz Arjonilla and J. R. Sánchez Sutil;An X-ray study of the SNR G344.7-0.1 and the central object CXOU J170357.8-414302;English
237109449;2019-10-02;Jorge Ariel Combi and Juan Facundo Albacete Colombo and J. López Santiago and Gustavo Esteban Romero and E. Sánchez Ayaso and J. Martí and P. L. Luque Escamilla and P. G. Pérez González and A. J. Muñoz Arjonilla and J. R. Sánchez Sutil;An X-ray study of the SNR G344.7-0.1 and the central object CXOU J170357.8-414302;
326500712;2020-06-30;Sarah M. R. Jeffreson and J. M. Diederik Kruijssen and Benjamin W. Keller and Mélanie Chevance and Simon C. O. Glover;The role of galactic dynamics in shaping the physical properties of  giant molecular clouds in Milky Way-like galaxies;English
287744056;2019-01-01;Norfazreen Saffee and Mustaffa Shamsuddin and Khairil Juhanni Abd. Karim;Biosynthesized gold nanoparticles supported on magnetic chitosan matrix as catalyst for reduction of 4-nitrophenol;English
288359227;2019-01-01;Han Li (1253865) and Ruth Welsh (1255239) and Andrew Morris (1258926);Exploring pathways to negate safety  concerns and  improve  public  acceptance of alternative fuelled electric  vehicles;English
387287618;2020-12-02;I. Galiullin and M. Gilfanov;Populations of super-soft X-ray sources in galaxies of different  morphological types;English
327041021;2020-09-10;J. D. Soler and H. Beuther and J. Syed and Y. Wang and L. D. Anderson and S. C. O. Glover and P. Hennebelle and M. Heyer and Th. Henning and A. F. Izquierdo and R. S. Klessen and H. Linz and N. M. McClure-Griffiths and J. Ott and S. E. Ragan and M. Rugel and N. Schneider and R. J. Smith and M. C. Sormani and J. M. Stil and R. Treß and J. S. Urquhart;The history of dynamics and stellar feedback revealed by the HI  filamentary structure in the disk of the Milky Way;English
46606487;2016-07-25;Gustavo Adolfo Michelangeli Ortiz;Optimización del control de la capacidad de adsorción de gases contaminantes en lechos secos;
187944780;2015-11-27;S. Marzorati;PT-FREE NANO- AND MICRO-STRUCTURED CARBONS FOR ELECTROCHEMICAL OXYGEN REDUCTION REACTION;
33347884;2015-03-13;Edxon Eduardo Licon Bernal;Characterization and modelling of micro and nanofluidic systems;
211577350;1976-01-01;John Wayne Miller;I. A Study of the Effects of Dislocations in Silver on the Rate of Oxidation of Carbon Monoxide. II. A Mechanism for the Formation of Dislocations during the Oxidation of Zinc;
38924879;2014-01-01;Chaoqun Zhang;Polyurethane films, foams and nanocomposites prepared from vegetable oil-based polyols;English
195389268;2017-12-09;Vincenzo Migliaccio;Effects of p,p-DDE on the oxidative stress in rat tissues and in cell cultures. Study of the mitochondrial dynamics variations in vitro.;
197511642;2015-09-07;Denija Krivičić;Enhance activity of oxidative desulfurization with phosphotungstic acid;
197884203;2015-09-07;Denija Krivičić;Enhance activity of oxidative desulfurization with phosphotungstic acid;
158321743;2017-05-01;Wan-Ting Chen;Upgrading hydrothermal liquefaction biocrude oil from wet biowaste into transportation fuel;
235661871;2015-04-01;P Manikandan;Ifosfamide and Ascorbic Acid Mediated Anticancer Activityand Hematological Toxicity in Dalton’s Lymphoma Ascites Bearing Mice;
334602541;2020-01-01;Sunming Qin;High-Resolution Experiments and Computations on Mixing of Turbulent Buoyant Round Free Jets in Uniform and Stratified Environments;English
11913090;2006-01-01;Fabio Chiarella;Growth and characterization of films of perovskite based organic-inorganic hybrid materials for  electronics;English
1886329;2009-09-09;A Mainwood and ME Newton and M Stoneham;Science's gem: Diamond science 2009;
30373420;2009-01-01;Jeferson Luis Franco;O sistema antioxidante da glautationa como alvo molecular na neurotoxicidade induzida por metilmercúrio: efeitos protetores de compostos naturais;Portuguese
148011463;2015-03-23;Daniel André Samuel Lamey;Rational Catalyst Design for Selective Hydrogenations:Nitroarenes and Alkynes as Case Studies;
211345900;1979-01-01;Minnesota Environmental Quality Board;The Minnesota Regional Copper-Nickel Study 1976-1979, Volume 1: Executive Summary;
78548952;2016-01-01;Mateus Pirolli;Avaliação da remoção de sulfeto de hidrogênio de biogás provindo da digestão de efluente suinícola utilizando biofiltro em escala piloto;
143834097;2014-12-01;1987-  Dustin Ray Cummins;Phase transformation studies of metal oxides to dichalcogenides in 1-d structures.;English
161235030;2012-01-01;Héctor Marcelo Osorio Urtubia;Caracterización de la proteína FNR de A. ferroxidans, estructural y funcionalmente.;Spanish
9561240;;Ing G. Verhaeghe;Achieving aerospace standard porosity levels when welding thin and thick-section aluminium using fibre-delivered lasers : executive summary;English
195371853;2018-01-01;Kamber Schwarz;Evolution of the Volatile Inventory During Planet Formation;English
287319858;2019-12-01;Jordan Lynn Eagle;Investigation of a Candidate for Cosmic Ray Acceleration;English
4165979;2006-02-01;Matthew C. Makou;Geochemical tools and paleoclimate clues : multi-molecular and isotopic investigations of tropical marine sediments and alpine ice;English
33333383;2001-01-01;KA Presser;Physiology and modelling of Escherichia coli growth inhibition due to pH, organic acids temperature and water activity;
33750215;2015-01-01;Jing Luan;Toward Understanding Astrophysical Phenomena;
40112237;2012-01-01;Aparna DAS and Eva MONROY;Boîtes quantiques de semi-conducteurs nitrures pour des applications aux capteurs opto-chimiques;
223235698;2019-06-28;Ryan S. Wilkinson;Measurement of 19Ne(p,γ)20Na in relation to explosive stellar phenomena.;
11025944;2003-02-03;Thorsten Hugel;Towards Synthetic Molecular Motors Interfaced by AFM;English
71315128;2005-09-30;M D Rosen;Fundamentals of ICF Hohlraums;
149967724;2016-05-23;Daniel Meljanac;Defects and nanostructures in metal oxides suitable for organic solar cells;
39986350;2014-01-01;Sophie LOEHLE and Jean-Michel MARTIN and Clotilde MINFRAY and Akira MIYAMOTO;Compréhension des mécanismes d'adsorption et des comportements tribologiques des acides gras C18 sur des surfaces à base de fer par la modélisation moléculaire;
197851291;2016-05-23;Daniel Meljanac;Defects and nanostructures in metal oxides suitable for organic solar cells;
197881167;2016-05-23;Daniel Meljanac;Defects and nanostructures in metal oxides suitable for organic solar cells;
288489258;2019;L Khudur;The effect of lead as co-contaminant with petrogenic hydrocarbons on soil bioremediation, ecotoxicity and diversity of the microbial community;English
11057805;2010;Jairo Alberto Gómez Cuaspud;Síntesis y caracterización del sistema LaSrCrFeO soportado sobre óxidos de cerio dopados con elementos de transición interna / Synthesis and characterization of LaSrCrFeO system supported on cerium oxides doped with internal transition elements;Spanish
84322640;2017-06-16;Erja Kainulainen;Regulatory oversight of nuclear safety in Finland : Annual report 2016;
296371104;2019-07-29;Сергій Валерійович Бойченко and Леся Іванівна Павлюх and Ірина Олександрівна Шкільнюк and Анна Валеріївна Яковлєва and Ірина Валеріївна Матвєєва and Аліна Валеріївна Гудзь;Аналіз екологічних властивостей компонентів традиційних і альтернативних  авіаційних бензинів;Ukrainian
217667608;2013-01-01;QIANG ZHANG;Iridium-Ruthenium/Osmium-Gold Cluster Complexes: Unique Structures and Properties;English
293051536;2017-01-01;Ross James Marshall;Synthesis, characterisation and postsynthetic modification of zirconium and hafnium metal-organic frameworks;English
293063653;1993-01-01;Iain Moray Anderson;Radiative Acceleration in the Jets of SS433;English
304639869;2012-01-30;Alexander Nikolaev;Determination of the η mass from the production threshold for the γp → pη reaction;English
266981614;1993-01-01;Iain Moray Anderson;Radiative Acceleration in the Jets of SS433;
211237255;2017-01-01;Ross James Marshall;Synthesis, characterisation and postsynthetic modification of zirconium and hafnium metal-organic frameworks;
33329745;2008-01-01;Z Chen;Potassium homeostasis and salinity tolerance in barley : physiological and genetic aspects;
296622009;2015-11-26;Mauricio J. Prieto and Emilia A. Carbonio and Shadi Fatayer and Richard Landers and Abner de Siervo;Electronic and structural study of Pt-modified Au vicinal surfaces: a model system for Pt–Au catalysts;English
33565111;;Martin Cordiner;Diffuse interstellar bands and the structure of the ISM;
333900578;;Davide Ghazal;Experimental and computational studies of spectroscopicproperties of 2-aminopurine and pyrrolocytosine;English
61919633;2015-01-01;Marta Ben García;Producción de polihidroxialcanoatos a partir de agua residual de la industria cervecera;
18233735;2006-01-01;Nora Eifler;Expression and structural analysis of membrane proteins;
19956235;2014-03-14;Siegfried Schobesberger;Experimental studies on nucleation and atmospheric aerosol particle formation down to the molecular level;
268676870;2018-12-01;Jing Jin;Carbon Fibers with Enhanced Mechanical Properties Derived from Lignin-Based Precursors;English
159404075;2017-03-23;Zehra Yıldız;Dual-curable Textile Adhesives For Cord/rubber Applications;English
195892965;2017-02-01;Wilson Pires Flauzino Neto;Morphological investigation of cellulose nanocrystals and nanocomposite applications;English
16385356;2013-06-05;EMANUELE TOGNELLI;The Pisa pre-main sequence stellar evolutionary models: results for non-accreting and accreting models;
32332016;2014-01-01;Ana Paula Cavaco da Silva Martins;Membranas biológicas : propriedades biofísicas e função das aquaporinas;
297023057;2013-01-01;Dean Edward St. Mart;Design, synthesis and fluorescent characterisation of2,5-dihydro-1,2,3-triazines;English
234889233;2012;ANTONIO FABIO DI RIENZO;Mesoscopic Numerical Methods for Reactive Flows: Lattice Boltzmann Method and Beyond;English
14504907;2005-03-15;Alexander H. Haas;Investigation of coupled electron and proton transfer in the quinol : fumarate reductase from Wolinella succinogenes with electrochemically induced FTIR and VIS difference spectroscopy and multiconformation continuum electrostatic calculations;German
213618965;2014-04-01;Ali Seifitokaldani;Oxygen Reduction Reaction (ORR) on Mixed Oxy-Nitride Non-Noble Catalyst: AB-Initio Simulation, Elaboration and Characterization;
16428252;2013-01-01;Rene Weissensteiner;Structure based studies on the neurotransmitter;
53822720;2009-02-27;Enrico Bozzo;Theory and observations of neutron Star X-ray binaries: from wind to disk accretors;
29339543;1995;J.E.M. Beurskens;Microbial transformation of chlorinated aromatics in sediments;
213617287;2011-04-01;Edith Martin;Étude de la performance de piles à combustible microbiennes et l’effet des matériaux d’électrodes;
62738556;2013-02-18;Can Holyavkin;Evolutionary Engineering Of Phenylethanol-resistant Saccharomyces Cerevisiae;
269019842;2019-01-01;Collin Richard Brown;III-V and Thin Film Photovoltaics for Extraterrestrial Application;
335615401;2020-06-29;Nuria Bausá Martínez;Electrolizadores de alta temperatura basados en cerámicas protónicas;Spanish
187945011;2015-12-02;S. Campisi;NOVEL APPROACHES TOWARDS THE OPTIMISATION OF METAL NANOPARTICLE BASED CATALYSTS;
296639032;2015-11-26;Acua J.J.S. and Escobar M. and Goyanes S.N. and Candal R.J. and Zanatta A.R. and Alvarez F.;Effect Of O2+, H2+ O 2+, And N2+ O2 + Ion-beam Irradiation On The Field Emission Properties Of Carbon Nanotubes;English
217884863;2019-02-25;Ping Zhang;Les protubérances et leurs éruptions observées par la mission IRIS et les instruments auxiliaires;English
288497502;2016-12-15;Daniel Serrano García;Experimental study of Cynara Cardunculus L. gasification in bubbling fluidised bed : agglomeration, gas, tars and fly ash;English
187962007;2017-03-28;C. Paissoni;COMPUTATIONAL TECHNIQUES TO EVALUATE AT ATOMIC LEVEL THE MECHANISM OF MOLECULAR BINDING;
378480671;2003-02-03;Thorsten Hugel;Towards Synthetic Molecular Motors Interfaced by AFM;English
216059353;2003-02-03;Thorsten Hugel;Towards Synthetic Molecular Motors Interfaced by AFM;English
196652668;2016-01-01;Matthias Michael Schmitt;A meta-analysis about the influence of homozygosity in ADH, ALDH, GABA-A receptor and Dopamine receptor D2 genes on the risk of alcohol dependence;
231896219;2019-01-01;Pia Pleše;Interactions between gas bubbles and crystals in silicate melts;
187915871;2014-01-16;D. Intrieri;SYNTHESIS, CHARACTERIZATION AND CATALYTIC ACTIVITY OF IRON, RUTHENIUM AND COBALT PORPHYRIN COMPLEXES;
187990142;2019-01-18;F. Beghi;ON THE INVESTIGATION OF NUCLEATION, GROWTH, STRUCTURE AND MORPHOLOGY OF FUNCTIONAL MATERIALS THROUGH ADVANCED CRYSTALLOGRAPHIC TECHNIQUES;
225626846;2019-02-27;Synara Maria de Almeida Santos;Modified montmorillonite clay with iron-cyclam and Jacobsen catalyst complexes as biomimetic model for textile dye oxidation;
200282789;2019-05-22;Muneendra Prasad Arkhat;Investigation and Propagation of Defects in the Membrane Electrode Assembly of Polymer Electrolyte Membrane Fuel Cells: Quality Control Analysis;English
200282789;2019-05-22;Muneendra Prasad Arkhat;Investigation and Propagation of Defects in the Membrane Electrode Assembly of Polymer Electrolyte Membrane Fuel Cells: Quality Control Analysis;English
237209423;2019-01-01;MB Gill;Developing molecular and physiological markers for barley breeding for waterlogging tolerance by targeting root ionic homeostasis;
